SensorA = target
SensorB = available
{bandsB; cwlsB; beta_hat} = bands, centre wavelengths, and coefficients in comma-delimited form
*) band numbers start counting at zero
**) centre wavelengths are expressed in nm
***) first coefficient listed is the constant

sensorA;bandA;cwlA;sensorB;{bandsB};{cwlsB};{beta_hat};AIC;var_y_given_X
meris;2;489.626577523;sentinel2;0,1,2,3,4,5,6,7,8,9,10,11,12;443.929444843,496.541069687,560.006374949,664.4491622,703.886978943,740.223452517,782.473511978,835.110186795,864.80125832,945.027529483,1373.46188255,1613.65940666,2202.36668717;5.31356090309e-05,0.0376030991002,1.08777456995,-0.157248490835,0.038331705343,-0.0166096894695,0.0219801848467,-0.079745912358,0.228938317645,-0.16574126915,0.00428278986774,-0.00688978703307,0.0169431255465,-0.011701432042;-1447.64185334;5.66569752874e-07
meris;2;489.626577523;vgt;0,1,2,3;459.52,662.04,834.709418838,1649.64071856;0.00138614082096,1.01984796058,0.0618532132462,-0.00342483445383,-0.0125039434383;-1084.14036263;1.19874090028e-05
meris;3;509.564329959;terra;2,3,0,1;465.742398799,553.736229817,646.295673296,856.47984028;0.00110754005254,0.793672706066,0.268851294571,0.00968073100283,-0.0181848132413;-1086.46026849;1.17669835122e-05
meris;3;509.564329959;aqua;2,3,0,1;466.07150204,553.917076647,645.8403499,856.877853417;0.00109715136131,0.795190943887,0.267489448872,0.00910866331025,-0.0179924786522;-1088.42762879;1.15832341399e-05
meris;3;509.564329959;sentinel2;0,1,2,3,4,5,6,7,8,9,10,11,12;443.929444843,496.541069687,560.006374949,664.4491622,703.886978943,740.223452517,782.473511978,835.110186795,864.80125832,945.027529483,1373.46188255,1613.65940666,2202.36668717;-0.000198391838321,-0.204823500603,1.16538128116,0.0461273555299,-0.00017760878789,0.00382280662188,-0.0213426813161,0.0728628402385,-0.200216657078,0.143136682596,-0.00357968106197,0.00280498893705,-0.0071876061998,0.00534598112146;-1601.59706448;1.65332486052e-07
meris;3;509.564329959;vgt;0,1,2,3;459.52,662.04,834.709418838,1649.64071856;0.00220885275,1.00526605847,0.111393634451,0.00787739759296,-0.0230752052855;-980.684851274;2.74262597643e-05
meris;4;559.440262161;terra;2,3,0;465.742398799,553.736229817,646.295673296;-0.000358218774932,-0.0402441634907,0.995296100415,0.0481823981817;-1559.49464401;2.71721563136e-07
meris;4;559.440262161;aqua;2,3,0;466.07150204,553.917076647,645.8403499;-0.000345263383871,-0.0392671279418,0.995662755581,0.0467457411435;-1567.56340937;2.5473601006e-07
meris;4;559.440262161;sentinel2;0,1,2,3,4,5,6,7,8,9,10;443.929444843,496.541069687,560.006374949,664.4491622,703.886978943,740.223452517,782.473511978,835.110186795,864.80125832,945.027529483,1373.46188255;9.67115669938e-05,-0.00493603563385,-0.0164435096577,1.04686211809,-0.03015476349,-0.0055676248288,0.0149354585606,-0.0381470998796,0.0841198987065,-0.051448147578,-0.00336739134124,0.00188609696321;-1682.22365088;8.95633165044e-08
meris;4;559.440262161;vgt;0,1,2,3;459.52,662.04,834.709418838,1649.64071856;-0.00181741167901,0.732099725731,0.334148302969,0.100164241355,-0.0398626277394;-782.444450932;0.000133944313507
meris;5;619.349162711;terra;2,3,0,1,4,5;465.742398799,553.736229817,646.295673296,856.47984028,1242.16286011,1629.40788053;-0.00278916130529,-0.0391733059186,0.219628766678,0.83372190598,-0.00380386765217,0.017369526443,-0.0167878407001;-1192.27074167;4.88814955039e-06
meris;5;619.349162711;aqua;2,3,0,1,4,5;466.07150204,553.917076647,645.8403499,856.877853417,1241.49758039,1628.08776832;-0.00273773221191,-0.0381864051422,0.21665684495,0.835578203158,-0.00375118605393,0.0169233336617,-0.0164133955834;-1196.9359931;4.70907644726e-06
meris;5;619.349162711;sentinel2;0,1,2,3,4,5,6,7,8,9,10;443.929444843,496.541069687,560.006374949,664.4491622,703.886978943,740.223452517,782.473511978,835.110186795,864.80125832,945.027529483,1373.46188255;-0.0010946627275,0.270901189147,-0.402727745531,0.460436681848,0.63428588424,0.124624783401,-0.0976289647893,0.616739515415,-1.4205473152,0.83961390061,0.0328757179593,-0.0279280118201;-1129.26367292;7.46981599892e-06
meris;5;619.349162711;vgt;0,1,2,3;459.52,662.04,834.709418838,1649.64071856;-0.00455151785901,0.166268919176,0.88455243967,0.00716927313406,-0.0130408703489;-1045.49874291;1.63297697479e-05
meris;6;664.322430724;terra;2,3,0,1,4,5;465.742398799,553.736229817,646.295673296,856.47984028,1242.16286011,1629.40788053;0.0017780802165,0.0682045926435,-0.158551734979,1.08966166492,0.00419136097923,-0.0237638296469,0.0222964111792;-1186.10812246;5.13517935376e-06
meris;6;664.322430724;aqua;2,3,0,1,4,5;466.07150204,553.917076647,645.8403499,856.877853417,1241.49758039,1628.08776832;0.0018185641506,0.0698356589338,-0.163131780132,1.09253546824,0.00429702103931,-0.0242142001056,0.0227637794587;-1180.73768533;5.36061264267e-06
meris;6;664.322430724;sentinel2;0,1,2,3,4,5,6,7,8,9;443.929444843,496.541069687,560.006374949,664.4491622,703.886978943,740.223452517,782.473511978,835.110186795,864.80125832,945.027529483;-6.77584039823e-05,-0.000436006108322,0.00389067128501,-0.00830940472693,1.01361796265,-0.0097117930122,0.00303709107118,-0.0332233203309,0.0724125435535,-0.0390964069705,-0.00211184227787;-2026.46957682;5.79490112538e-09
meris;6;664.322430724;vgt;0,1,2,3;459.52,662.04,834.709418838,1649.64071856;-0.000321790485783,-0.00849976715909,1.04649932035,-0.0512775242309,0.00932325855265;-1078.03171967;1.25877735891e-05
meris;7;680.571670334;terra;2,3,0,1,4,5;465.742398799,553.736229817,646.295673296,856.47984028,1242.16286011,1629.40788053;0.0036696522973,0.0905894447529,-0.218846130328,1.11958488966,0.00886041604579,-0.0411491594928,0.0422335758833;-1038.58919294;1.67143261786e-05
meris;7;680.571670334;aqua;2,3,0,1,4,5;466.07150204,553.917076647,645.8403499,856.877853417,1241.49758039,1628.08776832;0.00370345039759,0.0924675925379,-0.223720854432,1.12253483381,0.00898111018947,-0.0415629897429,0.042707043585;-1035.58103468;1.71214398875e-05
meris;7;680.571670334;sentinel2;0,1,2,3,4,5,6,7,8,9,10,11,12;443.929444843,496.541069687,560.006374949,664.4491622,703.886978943,740.223452517,782.473511978,835.110186795,864.80125832,945.027529483,1373.46188255,1613.65940666,2202.36668717;0.000235047962221,-0.165572345995,0.218030377031,-0.130024317552,1.09193230547,-0.0580823470707,0.0479144757347,-0.190156306656,0.385203301228,-0.214718159762,-0.00981552810796,0.0158089760274,-0.0160253315072,0.0170512620613;-1306.48736659;1.75256568067e-06
meris;7;680.571670334;vgt;0,1,2,3;459.52,662.04,834.709418838,1649.64071856;0.00144852857158,-0.0322060555453,1.06604532837,-0.0626533356469,0.0182478895017;-987.963148348;2.58749304433e-05
meris;8;708.080139841;terra;2,3,0,1;465.742398799,553.736229817,646.295673296,856.47984028;0.00896450376994,-0.783604122229,0.724696995169,0.794995824614,0.14457704105;-734.407273879;0.000196708228872
meris;8;708.080139841;aqua;2,3,0,1;466.07150204,553.917076647,645.8403499,856.877853417;0.00902066251925,-0.782801969948,0.722943165695,0.796349312497,0.144298595055;-734.6388013;0.000196344219299
meris;8;708.080139841;sentinel2;0,1,2,3,4,5,6,7,8,9,10,11,12;443.929444843,496.541069687,560.006374949,664.4491622,703.886978943,740.223452517,782.473511978,835.110186795,864.80125832,945.027529483,1373.46188255,1613.65940666,2202.36668717;-0.000326218274951,0.0682905718065,-0.121244395994,0.0777854217074,-0.182123909551,1.09516726859,0.127607113221,-0.344315404827,0.73225188879,-0.425658967681,-0.0298095731615,-0.00810788942456,0.0240984851796,-0.0157760903288;-1465.24806324;4.9213374711e-07
meris;8;708.080139841;vgt;0,1,2;459.52,662.04,834.709418838;0.00336764832347,-0.216604198176,0.963755706845,0.201326744572;-722.299392144;0.00022021065546
meris;9;753.123045597;terra;2,3,0,1,4,5,6;465.742398799,553.736229817,646.295673296,856.47984028,1242.16286011,1629.40788053,2114.21403827;-0.00769510224192,-0.426876831913,0.672761406218,-0.0919795955985,0.903460303808,0.00779650445513,-0.242620338473,0.206083834603;-815.779923811;9.77819852037e-05
meris;9;753.123045597;aqua;2,3,0,1,4,5,6;466.07150204,553.917076647,645.8403499,856.877853417,1241.49758039,1628.08776832,2113.99922695;-0.00772277484882,-0.426995112646,0.674439875475,-0.0926078993474,0.903370868522,0.00768457581504,-0.243704459364,0.206702944389;-815.103826447;9.8312299226e-05
meris;9;753.123045597;sentinel2;0,1,2,3,4,5,6,7,8,9,10;443.929444843,496.541069687,560.006374949,664.4491622,703.886978943,740.223452517,782.473511978,835.110186795,864.80125832,945.027529483,1373.46188255;-0.000933290623553,0.0316484670111,-0.0486710431745,0.020610273881,0.0323985188587,-0.0763728076687,0.412842735413,1.21299516133,-1.0576833164,0.421116335442,0.0509275150838,0.00185723333045;-1515.74389453;3.39265800671e-07
meris;9;753.123045597;vgt;0,1,2,3;459.52,662.04,834.709418838,1649.64071856;-0.0060764278498,0.0673608464866,0.11370486607,0.938414923046,-0.0731930482494;-810.337126661;0.000107155680706
meris;10;760.007913967;terra;2,3,0,1,4,5,6;465.742398799,553.736229817,646.295673296,856.47984028,1242.16286011,1629.40788053,2114.21403827;-0.00795514974388,-0.324725048114,0.540518111421,-0.109239229942,0.966525814493,-0.0364906162132,-0.199562565832,0.191129336154;-846.130412123;7.67026649748e-05
meris;10;760.007913967;aqua;2,3,0,1,4,5,6;466.07150204,553.917076647,645.8403499,856.877853417,1241.49758039,1628.08776832,2113.99922695;-0.00799383244958,-0.32503151981,0.542267104191,-0.109833317704,0.966505232939,-0.0366822851519,-0.200571099576,0.191732215635;-845.253077319;7.72429100002e-05
meris;10;760.007913967;sentinel2;0,1,2,3,4,5,6,7,8,9,10;443.929444843,496.541069687,560.006374949,664.4491622,703.886978943,740.223452517,782.473511978,835.110186795,864.80125832,945.027529483,1373.46188255;-0.0032927511507,0.0904502655431,-0.18032791784,0.126616495871,-0.00949078766224,-0.0587101343,0.150770260604,0.72052699939,1.23721961862,-1.20084447721,0.111203186702,0.0156696600753;-1270.39448478;2.41530089123e-06
meris;10;760.007913967;vgt;0,1,2,3;459.52,662.04,834.709418838,1649.64071856;-0.00711237451365,0.0745282600813,0.0604629411784,0.969861339119,-0.0652213422054;-855.610290807;7.45967860418e-05
meris;11;778.160657513;terra;2,3,0,1,4,5,6;465.742398799,553.736229817,646.295673296,856.47984028,1242.16286011,1629.40788053,2114.21403827;-0.00383462456033,-0.16739296801,0.318050598301,-0.0540775657461,1.00395205792,-0.042518612673,-0.174615899848,0.156846134208;-916.652073797;4.3630792881e-05
meris;11;778.160657513;aqua;2,3,0,1,4,5,6;466.07150204,553.917076647,645.8403499,856.877853417,1241.49758039,1628.08776832,2113.99922695;-0.00387524156777,-0.167671258243,0.319311119011,-0.0543120118437,1.00405752027,-0.0428756894401,-0.175533435366,0.157491791554;-915.431471813;4.40589264607e-05
meris;11;778.160657513;sentinel2;0,1,2,3,4,5,6,7,8,9;443.929444843,496.541069687,560.006374949,664.4491622,703.886978943,740.223452517,782.473511978,835.110186795,864.80125832,945.027529483;-0.000145768022677,0.00599906101936,-0.00981460724236,0.00504961223665,0.000582177955042,-0.00314412974245,0.00931247092983,1.17955208067,-0.36946825164,0.172611020785,0.00965189684117;-2036.15521653;5.36283791626e-09
meris;11;778.160657513;vgt;0,1,2,3;459.52,662.04,834.709418838,1649.64071856;-0.00301611279176,0.0617961037674,0.0472556944322,0.988138328943,-0.062943656976;-959.253744842;3.25556128458e-05
meris;12;864.627349057;terra;2,3,0,1,4,5,6;465.742398799,553.736229817,646.295673296,856.47984028,1242.16286011,1629.40788053,2114.21403827;0.000278452466093,0.014514978684,-0.0213619700164,-0.00226379218489,0.997826214132,0.00596947692799,0.0152271030379,-0.0122858017433;-1507.14511134;3.87445091136e-07
meris;12;864.627349057;aqua;2,3,0,1,4,5,6;466.07150204,553.917076647,645.8403499,856.877853417,1241.49758039,1628.08776832,2113.99922695;0.000270673353903,0.0138508587787,-0.0203778136306,-0.00223347813822,0.998119628951,0.00544118414269,0.014664253249,-0.011729687773;-1518.63826323;3.53410023769e-07
meris;12;864.627349057;sentinel2;0,1,2,3,4,5,6,7,8,9,10,11;443.929444843,496.541069687,560.006374949,664.4491622,703.886978943,740.223452517,782.473511978,835.110186795,864.80125832,945.027529483,1373.46188255,1613.65940666;-6.17294234741e-06,8.1408164569e-05,-9.11702215598e-05,-9.57209891133e-05,6.4025001813e-06,0.000113406931744,1.13428195929e-05,0.00150541297911,-0.00100704762193,0.999993241252,-0.000465190914876,2.08041527158e-05,-7.27430818201e-05;-2723.00437846;2.13372693915e-11
meris;12;864.627349057;vgt;0,1,2,3;459.52,662.04,834.709418838,1649.64071856;0.00144762587567,-0.0292775068456,-0.0326996893987,1.00813684634,0.035883387365;-1110.54824782;9.70453951864e-06
meris;13;884.697163697;terra;2,3,0,1,4,5,6;465.742398799,553.736229817,646.295673296,856.47984028,1242.16286011,1629.40788053,2114.21403827;0.000692974043944,0.0387317515384,-0.0574620796134,-0.00552449048232,0.975559666529,0.0384261362785,0.0379057557735,-0.0349082218979;-1229.68310366;3.56625106038e-06
meris;13;884.697163697;aqua;2,3,0,1,4,5,6;466.07150204,553.917076647,645.8403499,856.877853417,1241.49758039,1628.08776832,2113.99922695;0.000694485596543,0.0380528481417,-0.0565118729275,-0.00552228964402,0.975872224466,0.0378902057751,0.0374154164761,-0.0343804104666;-1233.22061121;3.46674065674e-06
meris;13;884.697163697;sentinel2;0,1,2,3,4,5,6,7,8,9,10,11;443.929444843,496.541069687,560.006374949,664.4491622,703.886978943,740.223452517,782.473511978,835.110186795,864.80125832,945.027529483,1373.46188255,1613.65940666;0.000517841814171,-0.00692278902788,-0.00493737138757,0.0241479823442,-0.00470200154559,-0.013660278353,0.00216410338529,-0.17637067067,0.0753412389536,1.0543980597,0.0415111407508,-5.45729572989e-05,0.00762959256117;-1597.49866024;1.73598601658e-07
meris;13;884.697163697;vgt;0,1,2,3;459.52,662.04,834.709418838,1649.64071856;0.00237138033611,-0.0374980534292,-0.0562955323291,1.00367690521,0.0640733748734;-1009.17022303;2.18372661326e-05
meris;14;899.753104609;terra;2,3,0,1,4,5,6;465.742398799,553.736229817,646.295673296,856.47984028,1242.16286011,1629.40788053,2114.21403827;-0.000217446933776,0.0596255149194,-0.0916589236548,-0.00205647421275,0.952055070296,0.0700185611459,0.0519219215704,-0.0497426921835;-1111.11706452;9.20772894467e-06
meris;14;899.753104609;aqua;2,3,0,1,4,5,6;466.07150204,553.917076647,645.8403499,856.877853417,1241.49758039,1628.08776832,2113.99922695;-0.000208238108136,0.0589353580237,-0.0907664796315,-0.00205000203922,0.952361942887,0.0695109949072,0.0514729144114,-0.0492371833855;-1113.09459147;9.06320688688e-06
meris;14;899.753104609;sentinel2;0,1,2,3,4,5,6,7,8,9,10,11,12;443.929444843,496.541069687,560.006374949,664.4491622,703.886978943,740.223452517,782.473511978,835.110186795,864.80125832,945.027529483,1373.46188255,1613.65940666,2202.36668717;3.73441052637e-05,0.00463901348631,-0.0320757560435,0.0511120213167,0.00854856383106,-0.0516931835363,0.0272377037057,-0.930642406499,1.93675435449,-0.186045908113,0.161653579079,-7.3523504815e-05,0.00331331121736,0.00910002665541;-1442.40238731;5.90822675351e-07
meris;14;899.753104609;vgt;0,1,2,3;459.52,662.04,834.709418838,1649.64071856;0.00195064457563,-0.0463644473388,-0.0718397361545,0.995893348909,0.089461995237;-947.450889714;3.5779411581e-05
sentinel2;0;443.929444843;terra;2,3,0,1,4,5,6;465.742398799,553.736229817,646.295673296,856.47984028,1242.16286011,1629.40788053,2114.21403827;-0.00234548636083,1.00226329605,-0.0486323987242,-0.0271055950733,0.00344753033747,0.0139196488416,-0.0197864066834,0.0270390193027;-1142.36499877;7.17110502072e-06
sentinel2;0;443.929444843;aqua;2,3,0,1,4,5,6;466.07150204,553.917076647,645.8403499,856.877853417,1241.49758039,1628.08776832,2113.99922695;-0.00236092468222,1.00168401117,-0.0486326152231,-0.0275385793818,0.00350930706099,0.014027433416,-0.0201303171094,0.0274658041109;-1138.86099654;7.37496958282e-06
sentinel2;0;443.929444843;meris;0,1,2,3,4,5,6,7,8,9,10,11,12;412.433615778,442.302283223,489.626577523,509.564329959,559.440262161,619.349162711,664.322430724,680.571670334,708.080139841,753.123045597,760.007913967,778.160657513,864.627349057;2.60240151323e-05,-0.0104558976226,0.980295318826,0.0331603534043,-0.00191231586593,-0.00134607036393,0.00487497539509,-0.013257227486,0.00775079794608,0.00145912983168,-0.000560096977969,-0.00232007120783,0.00441269249584,-0.00180036606974;-2241.33996069;9.90065024829e-10
sentinel2;0;443.929444843;vgt;0,1,2,3;459.52,662.04,834.709418838,1649.64071856;-0.00126729879828,0.979920360758,-0.0314865427733,0.000569706158361,0.0101441732977;-1222.65676811;3.95794758903e-06
sentinel2;1;496.541069687;terra;2,3,0,1;465.742398799,553.736229817,646.295673296,856.47984028;0.000734869962584,0.848591856751,0.196987105164,0.00254370480426,-0.0117516795908;-1177.82897981;5.66523236731e-06
sentinel2;1;496.541069687;aqua;2,3,0,1;466.07150204,553.917076647,645.8403499,856.877853417;0.000725357241331,0.849790396392,0.195776684909,0.00205448468696,-0.0115790518834;-1181.01094603;5.5228397858e-06
sentinel2;1;496.541069687;meris;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14;412.433615778,442.302283223,489.626577523,509.564329959,559.440262161,619.349162711,664.322430724,680.571670334,708.080139841,753.123045597,760.007913967,778.160657513,864.627349057,884.697163697,899.753104609;-1.09528165767e-06,-0.0328801222452,0.170215177592,0.248372944536,0.597143985478,0.0277814016232,-0.0234921540978,0.0141212174682,-0.0083723120204,0.00615923301961,0.000480138732154,-0.00474601946031,0.00916131916466,0.00472804336691,-0.0345705856789,0.0248548218961;-2012.19526236;5.99648179803e-09
sentinel2;1;496.541069687;vgt;0,1,2,3;459.52,662.04,834.709418838,1649.64071856;0.00164611246906,1.00633769501,0.0794372775324,0.00757774835277,-0.0175396059378;-1051.77653963;1.55299036515e-05
sentinel2;2;560.006374949;terra;2,3,0,1,4,5;465.742398799,553.736229817,646.295673296,856.47984028,1242.16286011,1629.40788053;-0.000535972975812,-0.00872091802269,0.935035238354,0.0849627536691,-0.00453702289409,0.0057436469164,-0.00473884895653;-1530.62423756;3.26275177695e-07
sentinel2;2;560.006374949;aqua;2,3,0,1,4,5;466.07150204,553.917076647,645.8403499,856.877853417,1241.49758039,1628.08776832;-0.000518996791205,-0.0078019515869,0.935264961585,0.0836499726163,-0.00447229743943,0.00558532610751,-0.00461461863696;-1537.34797063;3.0918854356e-07
sentinel2;2;560.006374949;meris;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14;412.433615778,442.302283223,489.626577523,509.564329959,559.440262161,619.349162711,664.322430724,680.571670334,708.080139841,753.123045597,760.007913967,778.160657513,864.627349057,884.697163697,899.753104609;3.27435602756e-05,-0.00839368115201,0.0292075814178,-0.116829253396,0.1425302548,0.900794533839,0.0777917923206,-0.0181200638466,-0.000640505629816,-0.00590975624551,0.000894796935655,-0.00647672171483,-0.00306247372038,0.0538150130269,-0.08361244125,0.0374744016521;-1977.00519238;7.94619732354e-09
sentinel2;2;560.006374949;vgt;0,1,2,3;459.52,662.04,834.709418838,1649.64071856;-0.00181900194325,0.718323559553,0.352579223376,0.0913618788625,-0.0384724835032;-796.500523018;0.000119698438341
sentinel2;3;664.4491622;terra;2,3,0,1,4,5;465.742398799,553.736229817,646.295673296,856.47984028,1242.16286011,1629.40788053;0.00183615370269,0.0601783127263,-0.145929457376,1.08373189831,0.00383889891917,-0.0222204549045,0.0215046592401;-1193.95066873;4.82289514544e-06
sentinel2;3;664.4491622;aqua;2,3,0,1,4,5;466.07150204,553.917076647,645.8403499,856.877853417,1241.49758039,1628.08776832;0.00187702085158,0.0618038564819,-0.150471692504,1.08657797784,0.00394012463683,-0.0226642222381,0.0219657288146;-1188.40017816;5.04187645291e-06
sentinel2;3;664.4491622;meris;0,1,2,3,4,5,6,7,8,9;412.433615778,442.302283223,489.626577523,509.564329959,559.440262161,619.349162711,664.322430724,680.571670334,708.080139841,753.123045597;8.28381421475e-05,-5.97127558843e-05,-0.00140687721455,0.00585444455439,-0.0074346965647,0.00102642849948,0.0352847226752,0.895628309358,0.0657557768281,0.00557812642968,-0.000801963300478;-2019.33941428;6.1350591217e-09
sentinel2;3;664.4491622;vgt;0,1,2,3;459.52,662.04,834.709418838,1649.64071856;-0.00024409076681,-0.00733603635301,1.04394282873,-0.0494122619814,0.00910143046126;-1091.71007795;1.12830220968e-05
sentinel2;4;703.886978943;terra;2,3,0,1;465.742398799,553.736229817,646.295673296,856.47984028;0.00989057054147,-0.595973551397,0.49788059288,0.899579713514,0.10015700305;-787.392500026;0.000128745778412
sentinel2;4;703.886978943;aqua;2,3,0,1;466.07150204,553.917076647,645.8403499,856.877853417;0.00994732715425,-0.594797574732,0.495137144325,0.901541902203,0.0999223930627;-787.595068183;0.000128537309015
sentinel2;4;703.886978943;meris;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14;412.433615778,442.302283223,489.626577523,509.564329959,559.440262161,619.349162711,664.322430724,680.571670334,708.080139841,753.123045597,760.007913967,778.160657513,864.627349057,884.697163697,899.753104609;0.000299618206929,-0.0285635924888,0.0948733574446,-0.386957747422,0.429915040226,-0.15155368212,0.0231739281175,0.0853939106583,0.0852932543416,0.877350099764,-0.2308882507,0.193488117909,0.0378448564187,-0.468037678238,0.70059865357,-0.266581979152;-1470.27089524;4.57862017667e-07
sentinel2;4;703.886978943;vgt;0,1,2;459.52,662.04,834.709418838;0.00531620814623,-0.195791808978,1.01466886456,0.130233900542;-794.429226457;0.000123661245807
sentinel2;5;740.223452517;terra;2,3,0,1,4,5,6;465.742398799,553.736229817,646.295673296,856.47984028,1242.16286011,1629.40788053,2114.21403827;-0.00708242320676,-0.818446553447,1.12186554293,-0.0464638061052,0.710905721257,0.0675128227467,-0.274736442818,0.225571083991;-710.820137964;0.000226426105457
sentinel2;5;740.223452517;aqua;2,3,0,1,4,5,6;466.07150204,553.917076647,645.8403499,856.877853417,1241.49758039,1628.08776832,2113.99922695;-0.00707530522114,-0.81831356478,1.12375697689,-0.0474344153217,0.710686534588,0.0673971517374,-0.27552062552,0.225890211437;-710.607212586;0.000226812129054
sentinel2;5;740.223452517;meris;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14;412.433615778,442.302283223,489.626577523,509.564329959,559.440262161,619.349162711,664.322430724,680.571670334,708.080139841,753.123045597,760.007913967,778.160657513,864.627349057,884.697163697,899.753104609;0.00111706025678,0.0355875802786,-0.0769826757061,0.163215586813,-0.167102384202,0.107375975216,-0.0630857353542,-0.320353253017,0.254174145579,0.196795468455,2.38922222554,-0.645025821542,-1.19663747278,1.69838462883,-1.91348313247,0.542849217162;-1303.67698338;1.73596574371e-06
sentinel2;5;740.223452517;vgt;0,1,2,3;459.52,662.04,834.709418838,1649.64071856;-0.0047711432821,0.0103760337952,0.29206432616,0.814201011323,-0.073959624205;-676.0503313;0.000313743916241
sentinel2;6;782.473511978;terra;2,3,0,1,4,5,6;465.742398799,553.736229817,646.295673296,856.47984028,1242.16286011,1629.40788053,2114.21403827;-0.00318411040599,-0.150606853777,0.289823748504,-0.0480123017767,1.00982195921,-0.0480771896188,-0.16190400075,0.14765338712;-931.037668057;3.88877155736e-05
sentinel2;6;782.473511978;aqua;2,3,0,1,4,5,6;466.07150204,553.917076647,645.8403499,856.877853417,1241.49758039,1628.08776832,2113.99922695;-0.00322452609528,-0.150910768375,0.291055252108,-0.0482178274838,1.0099510007,-0.0484719515338,-0.162775441681,0.148283525735;-929.742710863;3.92926729784e-05
sentinel2;6;782.473511978;meris;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14;412.433615778,442.302283223,489.626577523,509.564329959,559.440262161,619.349162711,664.322430724,680.571670334,708.080139841,753.123045597,760.007913967,778.160657513,864.627349057,884.697163697,899.753104609;0.000199702240934,-0.00103104764873,-0.00123755793716,0.00775026446522,-0.00645532833857,0.00707614476916,-0.0229829424702,0.0394166090261,-0.0245587119158,0.00510030101252,-0.0386523758966,-0.0217337235435,1.00501975204,0.219760228197,-0.224065492738,0.0570112413665;-1842.57602033;2.32923939304e-08
sentinel2;6;782.473511978;vgt;0,1,2,3;459.52,662.04,834.709418838,1649.64071856;-0.00247991349182,0.057245647328,0.0450216857238,0.990207300935,-0.0604654623636;-979.365940225;2.77171742027e-05
sentinel2;7;835.110186795;terra;2,3,0,1,4,5,6;465.742398799,553.736229817,646.295673296,856.47984028,1242.16286011,1629.40788053,2114.21403827;-0.00054085192988,-0.0421349497248,0.0823194439852,-0.0141318411138,1.0094467376,-0.0261101590313,-0.0415876847045,0.0438601901618;-1232.29605115;3.49247739947e-06
sentinel2;7;835.110186795;aqua;2,3,0,1,4,5,6;466.07150204,553.917076647,645.8403499,856.877853417,1241.49758039,1628.08776832,2113.99922695;-0.00056206544894,-0.0426898823706,0.0833944523629,-0.0141772363569,1.00969845579,-0.0266324398644,-0.0422089843327,0.0444158876196;-1228.41062103;3.60274041384e-06
sentinel2;7;835.110186795;meris;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14;412.433615778,442.302283223,489.626577523,509.564329959,559.440262161,619.349162711,664.322430724,680.571670334,708.080139841,753.123045597,760.007913967,778.160657513,864.627349057,884.697163697,899.753104609;0.000377896360061,-0.00499053347352,0.000327714654843,0.0369498844072,-0.0426609463564,0.0265793128294,-0.0517098329087,0.0728012077029,-0.0424243454029,0.013564098442,-0.0722478645847,-0.0107438200302,0.392285784503,1.18886892647,-0.783499444576,0.277939001862;-1654.90583772;1.04531485999e-07
sentinel2;7;835.110186795;vgt;0,1,2,3;459.52,662.04,834.709418838,1649.64071856;0.000236041718415,-0.000281003419119,-8.78835042787e-05,1.00191914138,-0.00149470509286;-1754.20656339;5.63218478997e-08
sentinel2;8;864.80125832;terra;2,3,0,1,4,5,6;465.742398799,553.736229817,646.295673296,856.47984028,1242.16286011,1629.40788053,2114.21403827;0.000281270075514,0.0148327064598,-0.0217688880108,-0.00224226160093,0.997592024807,0.0063004493234,0.0153700330787,-0.012465631065;-1503.00829172;4.00481949422e-07
sentinel2;8;864.80125832;aqua;2,3,0,1,4,5,6;466.07150204,553.917076647,645.8403499,856.877853417,1241.49758039,1628.08776832,2113.99922695;0.000273572929125,0.0141686824533,-0.0207855451681,-0.00221194279828,0.997885593271,0.00577211303756,0.0148077792425,-0.0119097079915;-1514.30816834;3.65866927956e-07
sentinel2;8;864.80125832;meris;0,1,2,3,4,5,6,7,8,9,10,11,12,13,14;412.433615778,442.302283223,489.626577523,509.564329959,559.440262161,619.349162711,664.322430724,680.571670334,708.080139841,753.123045597,760.007913967,778.160657513,864.627349057,884.697163697,899.753104609;-1.69058925936e-06,2.99170924491e-05,-3.76656727417e-05,0.000155297841803,-0.00014817793326,6.57396784445e-05,-0.000193203416133,0.000508381070061,-0.000361804307467,1.16324729698e-05,0.000344084423519,-0.00139679414376,0.00155366873823,0.990562410611,0.00730940430407,0.0016102693869;-2919.29612134;4.2296588388e-12
sentinel2;8;864.80125832;vgt;0,1,2,3;459.52,662.04,834.709418838,1649.64071856;0.00145588475935,-0.0293152473176,-0.0328884392495,1.00806791797,0.0361249704114;-1109.49443691;9.78669935218e-06
sentinel2;9;945.027529483;terra;2,3,0,1,4,5,6;465.742398799,553.736229817,646.295673296,856.47984028,1242.16286011,1629.40788053,2114.21403827;-0.00879004807124,0.0876234251246,-0.165870962426,0.0781062577169,0.669531591342,0.467773807208,-0.0927409634885,-0.058763601177;-906.590372554;4.72880097524e-05
